Headline,Body ID,Stance
"Your side never comes up with a scientific explanation as to why the greenhouse effect is false, why the world isn't warming, why the weather isn't getting worse which is why intelligent people hold you in contempt and call you deniers.",108,unrelated
The climate science behind Global Warming hangs on a false precept that has never been validated experimentally. Also the Greenhouse Effect raising temperature has been proven to be false.,108,unrelated
"That was the grande (based on misunderstanding) idea that was adopted by Tyndall and Arrhenius.
 
 I'm NOT claiming ""greenhouse effect"" is false. I'm simply reporting on the history of misunderstandings that many climate scientists today think is Gospel.",108,unrelated
Is the greenhouse effect true or false? - NC1-E4-I - http://reformadoresdasaude.com/conhecimento/index.php?sis=855&per=Pandemicâ€¦ and the prophecy of Daniel and Revelation - VC7-E5800-P -,108,unrelated
"The â€œanthropogenic greenhouse gassesâ€ concept is false, was disproven in the 1980s. â€œGreenhouseâ€ effect as claimed doesnâ€™t exist, or we would never have been born:",108,unrelated
"False claim, because the so-called ""Greenhouse Effect"" has been falsified as another equivalent to a perpetual motion machine contrary to the Laws of Thermodynamics.",108,unrelated
"65. ""CO2 limits will hurt the poor"" means ""rich developed countries should be able to pollute as much as they like"" #ees028 #climatemyth",108,unrelated
"Myth 66: â€œCO2 limits will hurt the poorâ€
 In reality, those who produce the least amount of greenhouse gases will be impacted the most by climate change. It will benefit them if CO2 emissions were to decrease. #ees028 #climatechange
 https://skepticalscience.com/co2-limits-poor-poverty.htm",108,unrelated
"""CO2 limits will hurt the poor"" (#66) is definitely triggering. When people usually try to make this argument, they have no actual concerns regarding the poor. This argument fails to view the issue from a holistic perspective.#ees028 #climatemyth 
 @LehighEcology",108,unrelated
"Time to debunk the next SkS mythbuster.
 
 Part 1.
 CO2 limits will hurt the poor. Absolutely. The third world needs reliable and cheap power to lift themselves out of poverty.",108,unrelated
We are only punishing the poor with CO2 limits #globalcooling #ActOnClimate,108,unrelated
"My daughterâ€™s classrooms reach 1367. 
 
 The principal says the schoolâ€™s CO2 readings are in the â€œGoodâ€ and â€œNormalâ€ concentration level, never â€œPoorâ€ (windows are mostly closed and no filters). 
 
 Do any guidelines or regulations refer to actual CO2 number limits or ranges?",108,unrelated
#WhyImVotingUkip Because EU limits on beneficial CO2 are forcing poor people to pay rich wind/solar subsidy farmers for unreliable supply,108,unrelated
"#chogm18 western countries burned unlimited polluting coal in 19-20cent industrialisation to develop, become rich. New CO2 emission limits can prevent poor countries to develop own industries to develop country and wellbeing, so export materials to west. Commonwealth? #Modi #UN",108,unrelated
I would guess--just a guess--that the worst habitat destruction is deforestation by very poor communities who have no options. Keeping them poor with CO2 limits ensures they'll continue to have no options.,108,unrelated
"Runaway global warming is nonsense; clouds provide negative feedback, not positive: http://www.probeinternational.org/UPennCross.pdf",108,unrelated
"The net effect of clouds is to provide a negative feedback on surface temperature, rather than the positive feedback found in earlier general circulation model studies without considering cloud optical depth feedbacks.",108,unrelated
"The driving factor seems to be cloud cover. We knew from the start that warmer air could hold more water, so might make more clouds. In the â€˜80s there was debate over whether this might provide enough negative feedback to mitigate climate change.",108,unrelated
"Re: ""Intuitively clouds provide a strong negative feedback""
 
 Fortunately, science is not done just by intuition.",108,unrelated
"Either Earth is warming from the Sun or it isnâ€™t warming at all, either GHE exists or doesnâ€™t, either tropical clouds provide negative feedback or cloud cover is driven by cosmic ray flux. But the canâ€™t all be true. Asking â€œwhere the contention isâ€ requires some specification",108,unrelated
"(1) Like, look at this: No.67 ""Clouds provide negative feedback"" Evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative. https://skepticalscience.com/clouds-negative-feedback.htmâ€¦ Read the paragraph and then look at their final argument:",108,unrelated
Clouds provide both positive and negative feedback!,108,unrelated
"It is worth highlighting that I have been talking about convection, not radiation. It may be true that clouds provide positive feedback for radiative heat transfer, but my point is that convection transfers much more heat, and it is clearly a negative feedback.",108,unrelated
"1) ""Clouds provide negative feedback to incoming solar radiation."" Actually it depends on their altitude. 2) You swapped from water vapour to clouds. Clouds are not water vapour as Clouds are no longer is the gaseous Phase. try again.",108,unrelated
High level thin clouds provide positive feedback to the system whereas the low level puffy clouds provide negative feedback. Still some unknowns.,108,unrelated
"As for clouds, yes there is quite a bit of research on clouds. Low clouds provide some negative feedback, high clouds positive feedback. Evidence suggests that so far clouds are contributing slightly more to positive or no real difference on balance.",108,unrelated
"And really, all our scientists ever said is that we didn't know precisely why they flew - not that they didn't fly. Scientists don't form consensus on what they aren't sure about. They are sure about global warming.",108,unrelated
"Not so sure about that, based upon reports by scientists environmentalist who explain these fires rationally as results or symptoms of global warming which I believe they are. We have all now been warned we have 12 years to reduce these Greenhouse emissions! Must act now pleaseHeart with ribbon",108,unrelated
"Do you really believe this is a low-probability event? Regarding the science community, from all climate scientists, over 90â€° agree that humans are causing global warming.",108,unrelated
"Sure scientists are wrong about things all the time.
 
 But has the consensus been wrong on global warming?
 
 It has not.
 The predictions so far have been spot on.",108,unrelated
"Scientists: â€œWe are 99% sure global warming is caused by human activitiesâ€
 
 Oil companies : â€œThat means you are not 100% sure what you said is trueâ€
 
 S: â€œNo. Only 99%â€
 
 O: â€œScientists are not 100% sure about their theoryâ€
  
 Some people: â€œOh, so 50% chance global warming is realâ€",108,unrelated
I am not too sure about this .. but scientists now say that global warming is responsible for half of this heatwave that the US is suffering from right now .. America needs to re-think fossil fuel use within the next decade or repeats are inevitable .. and longer lasting ..,108,unrelated
"If you think itâ€™s ridiculous that people refuse to accept the 97% of climate scientists that agree on anthropogenic global warming, try explaining that 100% of food scientists agree that MSG is safe.",108,unrelated
"Now I know why â€œ98% scientists agreeâ€ on global warming.
 
 Try to go against the grain and you get crushed.",108,unrelated
"This is a problem. Despite widespread agreement on global warming about scientists, less than half of Americans believe that scientists agree on global warming. From 
 @YaleClimateComm
  http://climatecommunication.yale.edu/visualizations-data/ycom-us-2018/?est=consensus&type=value&geo=county",108,unrelated
"* Almost ALL climate scientists agree on AGW (anthropogenic global warming)
 * ALL epidemiologists believe COVID-19 is a serious pandemic
 * ALL biologists agree on evolution 
 * ALL infectologists defend universal vaccination
 
 Whoever disagrees is probably wrong.",108,unrelated
"There's also a proportionality argument here. 99% of scientists agree on man-made global warming, but they don't enjoy 99% of the media coverage. 
 
 Similarly, far-right political parties in Europe have about 10 to 20% of public support, but the coverage they receive is far bigger",108,unrelated
Science done by scientist absolutely say there has been global warming and global cooling since the beginning of time on earth and there are scientists and Dr that also say that there is other means to survive in Covid than the vaccine so not all scientist agree on one thing,108,unrelated
"Weâ€™ve been inundated by climate alarmists use of â€œ97% of scientists agree on global warmingâ€
 
 Before Forbes went full-on globalist (who know global warming for what it is, a global tax & control scheme), they ran this piece, which fully debunks the quote
 
 https://google.com/amp/s/www.forbes.com/sites/alexepstein/2015/01/06/97-of-climate-scientists-agree-is-100-wrong/",108,unrelated
"Global warming is a hoax a lie. Co2 is not pollution. It does not harm the climate. Real climate change happens not because of co2. The Sun is the driver of the weather and the climate. Atmosphere , geological , & ocean cycles, make the difference in our weather. Not co2 .",108,unrelated
"This happens. How about buying a $15 million dollar ocean front property when the world is going to end in 12 years because of global warming and rising oceans. Hint: they donâ€™t believe it. Hell, thatâ€™s why the dnc voted down a climate change debate.",108,unrelated
"It's not because hot air rises is it Face vomiting
 
 The oceans have a greater thermal mass than the air meaning any climate change isn't due to global warming by the sun when much of the heating actually happens on oceans bottom...",108,unrelated
Remember when climate change was global warming and then they had to change the name because it had reach record colds? I think it always been out of our hands since one volcano more deadly gases then we ever could. This happens everyday from the ocean floor. We need to still try,108,unrelated
I am saying over and over that climate change happens because of the 65 years ocean cycle and the Suess cycle.,108,unrelated
Oh yeah climate change is definitely real. But these politicians on both side of the spectrum want us to believe it happens on its own and not because of the pollution and toxic waste people create. Or the dumping of fresh water into the ocean. Humans just ruin everything bro,108,unrelated
"This happens all the time in Louisiana. The city is in a swamp. But you can say climate change is making it worse because of the oceans, but since humans are environmentally stupid and elect politicians who want us killing one another, we are doomed in the end.",108,unrelated
"Periods of intense ocean heat and cooling are growing more extreme and lasting longer than those of the past. 
 
 Thatâ€™s a problem because the longer you stress a system, the deeper and broader the impacts â€” and therefore the harder for it to bounce back.",108,unrelated
"Hmm. Pretty close to the ocean for a former U.S. president so concerned about rising oceans because of global warming. And talk about conspicuous consumption! Barack And Michelle Obama Close The Deal On Their Marthaâ€™s Vineyard Estate via 
 @forbes",108,unrelated
IPCC were wrong about saving Amazon rainforests #environment #greenliving,108,unrelated
IPCC statement on Amazon rainforests was correct & was incorrectly reported in some media http://is.gd/dDU57,108,unrelated
"WSJ lies, sez IPCC 4AR predictions on agriculture in Africa & retreat of Amazon rainforests ""lack a scientific basis"" http://bit.ly/aJ6SaD",108,unrelated
IPCC likely to backtrack on claim that global warming will destroy rainforests http://bit.ly/baRvJ1 #warming #ipcc #amazon #forest,108,unrelated
"The IPCC says the world won't achieve critical emissions reductions goals without stopping deforestation, but governments and corporations are driving the destruction of more trees so rapidly that rainforests like the Amazon have now hit the tipping point.https://insideclimatenews.org/news/13092019/forest-loss-rate-global-deforestation-amazon-fires-corporate-agribusiness-international-declaration?amp&__twitter_impression=true&amp=&__twitter_impression=true",108,unrelated
"1/ Todayâ€™s IPCC report is described as a â€œcode red for humanityâ€. The collapse of ice caps, Amazon rainforests & Atlantic currents â€œcannot be ruled outâ€
 
 Itâ€™s hard to let this sink in. To realize that yes, paper straws are a good idea, but ultimately this is much bigger than you",108,unrelated
"More errors in IPCC Climate Reports: Inaccurately predicted Himalayan glaciers gone by 2035, unsubstantiated fears about Amazon rainforests.",108,unrelated
"1/ Cattle is responsible for 80% of the deforestation of the Amazon rainforests and 1/3 of the planet's arable land is used for growing feed for livestock who produce methane. According to the IPCC, methane is 86x more potent as a GHG than CO2 over a 20 yr time period.",108,unrelated
"If the Amazon rainforests are the lungs of the world then why isn't the money for carbon credits given to the Brazilian Govt to maintain them, as opposed to the IPCC who just trade them and make money for the uber wealthy ??",108,unrelated
"Another impactful 
 @IPCC_CH
  report. This is about our food choices & how they impact land use. With devastating fires in the Amazon, it's time to cross burgers off the menu. Not all burgers cause slash & burn in rainforests, but all beef has outsize impacts.",108,unrelated
"Question in earnest:
 At 410 ppm, how saturated is the GHG effect of CO2 on Earth's atmosphere? Thinking face",108,unrelated
"The belief that humans can control climate change is delusional. 
 
 It represents a return to prehistoric levels of primitivism. 
 
 Why? 
 
 Because there isn't a shred of verifiable cause effect evidence for AGW and because CO2 is almost totally saturated in the atmosphere.",108,unrelated
"That is not cause effect evidence for AGW. 
 
 The ""radiative effect"" of total CO2 is tiny and is now almost entirely saturated.
 
 Human CO2 which remains in the atmosphere is a minuscule fraction of the total CO2 which itself is just 0.04% of the atmosphere.
 Quote Tweet",108,unrelated
"The effect is logarithmic. The CO2 in the atmosphere is saturated. It might account for 3 C of warming, the rest comes from H2O.",108,unrelated
"The atmosphere isn't already CO2 saturated, but the effect of additional CO2 is limited because it's logarithmic in nature -it takes another doubling to get same effect as the last doubling- i.e. 280, 560, 1120, 2240 ppm. Climate sensitivity is also critical to how much it warms",108,unrelated
"That is a graph,not ""evidence"" of warming.
 
 As a professor you would know that at 400ppm Co2's effect on warming is almost saturated.
 
 Co2 does, though, increase the density of the atmosphere. 
 Water vapour is 95%+ of greenhouse gases and is effected by the change in density.",108,unrelated
The rapid logarithmic diminution effect which has been proven in Thermal-dynamics says that CO2 as a greenhouse gas is saturated & additional CO2 has a diminished effect on Atmosphere Temp. This has been proven in experiments.,108,unrelated
"A common argument against the science of anthropogenic global warming is that the warming effect of CO2 is already saturated in the atmosphere. In my latest video I demonstrate why this is flawed...
 
 #ClimateEmergency #ClimateEmergency #scicomm #Science",108,unrelated
"CO2 is not saturated in the atmosphere, but the thermal affect of increasing CO2 reduces exponentially & has reached its effective limit. Adding more CO2 or trying C mitigation will have minimal effect on temperature at these levels because of the exponential relationship.",108,unrelated
"You misunderstand the argument. What hasn't been proven is the net effect of GHG in the atmosphere.
 The scientific fact that CO2 has been saturated from about 200pm, means that any addition CO2 is not going to increase the temperature, because it can't, it would violate Physics.",108,unrelated
"The ""CO2 effect is already saturated, so adding more will do nothing"" argument.
 
 In an atmosphere that's miles thick, it's false.",108,unrelated
"Prof John Schellnhuber, Potsdam Institute for Climate Impact: All of this is not linear. There are tipping points and feedback loops - IE collapse of Greenland Ice Sheet. All this should be discussed in the #cop24 plenary, but of course it won't be.",108,unrelated
"Worst Case Scenarios
 
 1. The Amazon rainforest might collapse at 550ppm. But then again it might not.
 
 2. Greenland ice sheet won't melt in the next 2000 to 50,000 years, so the oceans won't rise 20 ft to 200 ft. 
 
 3. Could the jet stream completely collapse? No evidence it will.",108,unrelated
"Myth #75 â€œGreenland ice sheet wonâ€™t collapseâ€ Sea level rise will depend on how much water is currently held in the Greenland ice sheet, because the volume of water is so immense, even a small loss of ice will produce large rise in sea level. 
 @LehighEcology
  #ees028 #climatemyth",108,unrelated
"@SSWorks
  The Greenland ice sheet collapse will happen,it time to gett'm the hell out of the Florida keys, South Florida,and from along our coastlines,l guesstamate 3-5 year's,it won't be pretty.... PEACE",108,unrelated
"Letâ€™s step back from the #COP26 text.
 
 Whatâ€™s the actual global situation?
 
 Itâ€™s probably too late for the Greenland ice sheet.
 
 The Gulf Stream could collapse any time.
 
 Weâ€™re headed for well over 2 deg warming, not well below.
 
 In brief: weâ€™re out of time.",108,unrelated
"Collapse of the Greenland Ice Sheet could be a tipping point; if melting cannot be slowed & the ice sheet saved, there will be dramatic, compounding impacts around the world. We need faster-than-ever #ClimateSmart policy, innovation & transition strategies... now.",108,unrelated
"Why 
 @BBCNews
  on ""How will COP26 affect me?"" do you cover cars, flights & boilers, but not avoiding triggering irreversible collapse of Greenland ice sheet, multi-metre sea level rise, deadly heatwaves, loss of ecosystems, and mass migration? Cars/boilers/flights trivial compared",108,unrelated
"A lot of interest in the Greenland ice loss study from King et al. https://nature.com/articles/s43247-020-0001-2â€¦
 
 To be clear, this is not good news. Greenland ice sheet is demonstrably out of balance with current temperatures. But it doesn't (necessarily) presage the collapse of the whole thing.",108,unrelated
"Updating undergraduate #GIS and sea level modelling session using the 'new' 
 @opendatani
  #Belfast LiDAR data. Having some 'fun' modelling a catastrophic collapse of the Greenland Ice sheet at c6m above current mean sea level. Gonna need a bigger boat! #Climate #Geography #Geosci
 Image",108,unrelated
"it is a lie just like the Greenland ice sheet is collapsing, see the Danish Meteorological society records",108,unrelated
"Collapse of the Greenland ice sheet would disrupt the Gulf Stream in catastrophic ways triggering unprecedented weather not known in historic times. If the historic Medieval Warm Period or Little Ice Age were extreme weather cycles, then Greenland collapse will be devastating.",108,unrelated
There is only a very small percentage of CO2 in our atmosphere .,108,unrelated
"Wondering why CO2 and other greenhouse gases receive so much attention in climate science, even though they make up a very small percentage of the earth's atmosphere? It is because of their QUALITIES & the amplified effects of increases in their QUANTITIES",108,unrelated
"Thatâ€™s CO2, a very small percentage of total atmosphere. But water molecules, H2O being much more plentiful in the troposphere, can slow down the emission of heat from the Earthâ€™s surface to space. This slowing rate of speed is incorrectly referred to as â€œtrappingâ€ & is aka GHE.",108,unrelated
How can CO2 have a big impact on warming the earth even though it comprises a very small percentage of the atmosphere?,108,unrelated
"How can CO2 have a big impact on warming the earth even though it comprises a very small percentage of the atmosphere? 
 
 Watch this explainer using ink in water:",108,unrelated
"ffs humans account for a very small percentage of CO2 emitted into the atmosphere - assuming all of it were to stay in the atmosphere permanently, which it doesn't. A single volcanic eruption puts heavy industry to shame in emissions (eruptions have been linked to COOLING tho).",108,unrelated
"You're falling for the logical fallacy of thinking that 0.04% is a small value, when the mass value is very significant:
 
 https://twitter.com/AutumnMandrake/status/1169219902881726464â€¦
 
 Further, you've reduced the real percentage of COâ‚‚ in the atmosphere to a quarter of its actual value. Naughty.
 Quote Tweet",108,unrelated
CO2 for how much you say we have made makes up a very minimal percentage of the atmosphere and methane is so small it isnâ€™t represented and to probably understand why that is because most plants use CO2 and their byproduct is oxygen which makes up 20%.,108,unrelated
"Co2 is a very small percentage of the atmosphere and it really does not absorb much in the way of heat either, very small cross section of absorption.",108,unrelated
"We are not creating co2 on Mars, we are taking it from the Mars atmosphere of with co2 is a very small percentage of its atmosphere, we are then replacing it with carbon dioxide, one has to ask just what will happen when this is added to the Mars atmosphere",108,unrelated
CO2 makes up just 0.0393% of the atmosphere. That's a very small percentage. It's too small to have any effect.,108,unrelated
"Too bad no one told him that CO2 doesn't drive climate change. It is a very small percentage of the atmosphere. Ocean temperatures as heated by the sun are the ""culprit"". Tax the oceans!",108,unrelated
"Too bad no one told him that CO2 doesn't drive climate change. It is a very small percentage of the atmosphere. Ocean temperatures as heated by the sun are the ""culprit"". Tax the oceans!",108,unrelated
"With the polar vortex becoming weaker due to #climatechange, we will have colder winters for some time, before the flip actually happens
 To use less CO2 & methane producing heat sources (including coal fired electrical), we need to prepare
 #winteriscoming
 
 https://energystar.gov/ia/partners/publications/pubdocs/DIY_Guide_May_2008.pdf",108,unrelated
"Climate change may not exist. Severe weather happens because of too much water vapor gathered to electricity, as water vapor gathers to electricity due to water polarization. And global warming occurs according to decreasing of refrigerant of earth's surface i.e. methane hydrate.",108,unrelated
"Also depends how quickly there is an ice free summer Arctic, once that happens climate change will accelerate due to loss of albedo effect and massive release of methane and nitrous oxide .",108,unrelated
"One of the most promising natural solutions to climate change is a form of seaweed, which may hold the promise to eliminating a significant portion of methane emissions from cows. This story also has the most unlikely of characters so I had to do it!",108,unrelated
Climate change doesn't happen because of methane,108,unrelated
"Harvesting seaweed and climate change https://cbsnews.com/video/how-harvesting-seaweed-could-help-in-the-battle-against-climate-change/â€¦ 
 @CBSNLive
  
 
 #Methane contributes 30% to #GlobalWarming 
 #Cattle account for 1/3 all methane generated
 Feeding cattle seaweed can cut 90% of their #emissions 
 
 @OrbPlanet
  
 @ECOWARRIORSS
  
 @Below2C_
  
 @climatemessages
  
 @USDA",108,unrelated
"Florida lawmakers stopped cities from banning ""natural"" (methane) gas. Climate Change plans suffered",108,unrelated
We have a chance to halt climate change if we stop destroying carbon sinks and cut methane,108,unrelated
"because CO2 has a short residence time in the atmosphere, it is naturally sequestered into the oceans, life, or rocks in less than a decade. In fact only one molecule of every 85,000 in the atmosphere is CO2 of human origin, ...",108,unrelated
"Extinction Rebellion - 
 The first 100ppm of CO2 has a significant effect on atmospheric temperature, whereas at 400ppm levels the effect is insignificantly small.
 Also CO2 has a short residence time in the atmosphere - less tha 10 years.",108,unrelated
"Methane which is trapped undersea is a different beast than Co2. It would cause a short-term acceleration to climate which could ignite some other feedbacks.
 Co2 has a residence time in the atmosphere of about 2000 years!",108,unrelated
"That the short residence time of carbon dioxide in the atmosphere means that the rise in atmospheric co2 must be a natural phenomenon. A canard that has repeatedly flown on climate skeptic blogs, despite being totally refuted by carbon cycle 101 level arguments.",108,unrelated
"Co2, thank you for the correction.
 
 Water-vapor indeed does play a major part. But accoring to my geology class notes ""Water vapor has the biggest overall effect, but has short
 residence time (days)"". Carbon Dioxide stays in the atmosphere MUCH longer.",108,unrelated
"My geoscientist friend: ""Bullshit... but you have to limit the methane emissions. Methane has a very short residence time in the atmosphere, unlike CO2. In an ideal world, we wouldn't use any fossil fuels... so as soon as we get those fusion plants online, Bill will be spot on.""",108,unrelated
"Methane has a short residence time in the atmosphere compared to CO2. So, it is not a problem on the long term. So, CH4 is the cleanest way of powering rockets. But well, I am just a geologist...",108,unrelated
"Carbon dioxide (CO2) has a large warming effect on global temperatures through the greenhouse effect. Although individual CO2 molecules have a short residence time in the atmosphere, it takes an extremely long time for carbon dioxide levels to sink after sudden rises.",108,unrelated
"That doesn't matter. CH4 has a very short residence time in the atmosphere, 6 to 10 yrs. Whereas CO2 lasts 100s of yrs in the atmosphere. Read the attribution study I already posted.",108,unrelated
"An individual molecule of CO2 has a short residence time in the atmosphere, in most cases when a molecule of CO2 leaves the atmosphere it is just swapping places with one in the ocean. You have to look at the entire cycle, not just one little bit of it.",108,unrelated
4) the temperature is a modeled GMST anomaly not a measurement; 5) the lag may not be correct (it was done by Pickering for best fit; 6) ln(CO2) may be inappropriate (supposedly it's to conform to Beer's Law but I don't know if that's meaningful here); etc. Karl's graph /2,108,unrelated
"Equations are one thing. They may or may not be correct. Direct, consistent measurement is better. Although very short in length what do the measurements say?
 
 They say you are wrong. CO2 has not changed the lapse rate.
 
 Therefore CO2 is not a factor.
 
 Does this logic escape you?",108,unrelated
"Riddle me this:
 Why is it that every eco-warrior who I ask the following question to, does not know the correct answer - ""what is the percentage of CO2 in the atmosphere?""",108,unrelated
"Correct or not, it's spin. Percentage of atmosphere that's CO2 is irrelevant- it's what it does. I mean, you're not going to ingest 500ml of arsenic thinking its safe because it's 0.5% of your body weight.",108,unrelated
"Utter nutters. 
 
 Ask any one of them what percentage of CO2 is manmade and not one can give you a correct answer.",108,unrelated
"On Q&A last night, Malcolm Roberts asked what percentage of the atmosphere is CO2? None of the panelists could answer. Malcolm said it was 0.04%, which is correct. They did not know, yet get hysterical about it. Idiots.",108,unrelated
"Global warming my arse, -6.1! RT @NmktWeather: Barometer 988.7 mb, Falling slowly. Temperature -6.1 Â°C. Rain today 0.0 mm. Humidity 86% :-/",108,unrelated
"Climate crisis will cause falling humidity in global cities â€“ study https://theguardian.com/environment/2021/jan/04/climate-crisis-will-cause-falling-humidity-in-global-cities-studyâ€¦ 
 #study #research #ClimateChangeIsReal #GlobalWarming",108,unrelated
Only going to get worse with global warming. More humidity and rain in the summer. Flooding and large trees falling over due to saturated root systems,108,unrelated
"you win. Here, it was typically 15% humidity at dawn, and then it started falling. Hoping you guys don't get another Black Friday fire...but I don't see how it can be avoided in the coming years. #@&$ing global warming.",108,unrelated
"We've got 53% humidity at the moment and its 30C and climbing. Yes, another dreadful bushfire season is only a matter of when, not if for us. #climatechange and bloody Eucalyptus trees are a terrible mix.",108,unrelated
"Declining Relative Humidity Is Defying Global Warming Models | CCD http://climatechangedispatch.com/krwk via 
 @ccdeditor
  Sky is not falling...",108,unrelated
"First impression: Why bob for apples when the watermelon can be trained to do job all by itself, refrain from reaction by falling branches, leaves one hung out on a limb, rolling over in wrong direction will be cause for a premature swim, who said global warming causes humidity?",108,unrelated
"#Climate models predicted heatwaves like Americaâ€™s record-breaking weekend
 
 Scientists forecast global warming would fuel higher temperatures, falling humidity, dwindling snowpack, and intensifying #drought. So far, this is coming to pass...",108,unrelated
"""Neptune is warming"" - what the science says: www.bit.ly/d4rO9i #Climate #SkepticalScience",108,unrelated
"heard that ""Neptune is warming"" and reported it on #skepticalscience iPhone app www.bit.ly/b3r1o0",108,unrelated
"So #ClimateCrisis everyone. Man made global warming is causing Mars, Jupiter, Saturn, and Neptune's icy moons to melt. Also Saturn's icy rings. Also parts of Jupiter itself. Global warming on Earth is causing all that, it's not that sun has been putting out more heat past 20yrs",108,unrelated
Neptune is warming just as the earth is.,108,unrelated
New blog post: Hubble Space Telescope Helps Find Evidence that Neptune's Largest Moon Is Warming Up http://bit.ly/aAbPLh,108,unrelated
"knows that global warming is just because of the sun, all the other planets like Neptune are warming up too.",108,unrelated
"I just heard that on the radio and thought it was funny. If Neptune, Mars & Pluto are warming I doubt my Yukon is a problem.",108,unrelated
".,.Hey 
 @NomikiKonst
  here is a photo of Neptune... Explain to my why Neptune is also suffering from radical weather changes. Global Warming? Maybe the lefts rabid push towards green industries has nothing to do with actual global change but fear peddling for steering greed.",108,unrelated
"What planet is 
 @realDonaldTrump
  living on? I wish it were Neptune where global warming is not a huge issue!",108,unrelated
What about that skeptic argument that Jupiter is warming?http://skepticalscience.com/What-about-that-skeptic-argument-that-Jupiter-is-warming.htmll,108,unrelated
"thank you very for sharing that :) ~ 
 @AI_AGW
 : 
 @patriciomg
  Jupiter is not warming & anyway sun is cooling http://is.gd/dDRlA",108,unrelated
"Really, I had no idea climate deniers were quite so insane, ""Jupiter is WARMING!""
 http://www.skepticalscience.com/print.php #climate change",108,unrelated
Why am I only now learning that global warming is caused by Jupiter?,108,unrelated
"The Sun enters Pisces today, warming the waters for Jupiter's entry later this spring. 
 
 While there, the Sun will enjoy close copresence with an exalted Venus for the last 23 degrees of its passage. 
 
 This is our bonified ending to what was a wild astrological year.",108,unrelated
"Is Pat Robertson asshole of the day for saying that since Jupiter is warming, then climate change is a hoax? http://assholeoftheday.us/post/72662417334/is-pat-robertson-asshole-of-the-day-again",108,unrelated
"GLOBAL WARMING IS REAL!!! Jupiter is warming at alarming rate no humans to blame, solar activity to blame",108,unrelated
"So love and money planet Venus is going to conjunct the bullish North Node in Mid May Just as the other wealth planet Jupiter enters Pisces re-gaining ""dignity"" in its home sign Fasten your seat belts, Looks like this market is just warming up",108,unrelated
"Jupiter is warming, but not Earth!",108,unrelated
Yet she has no facts or evidence of our supposed global crisis. What ecosystems are gone? Who has died? Did you know Jupiter is warming up? Must be contagious,108,unrelated
"Pat Robertson's Evidence Against Global Warming: Jupiter is Warming, and There Ain't No SUVs There! (Video) http://wp.me/p2uuJh-840",108,unrelated
"For many species, spring advancing 3-4 d/decade due to climate change - Parmesan #climate50",108,unrelated
"What do #seasons tell us about #climatechange? â€œAcross Europe as a whole, #spring is now advancing by 2.5 days per decadeâ€... days like today Sun with rays show what that feels like! #phenology #naturescalendar https://growwilduk.com/blog/what-do-seasons-tell-us-about-climate-change",108,unrelated
"2 #BOU18TC Climate change is resulting in warmer springs, which causes advancing phenology of plants, insects & birds. Relative asynchrony occurs if plants & invertebrates advance faster than birds, and is more pronounced in warmer springs.
 #BTOScience #ClimateChange",108,unrelated
"Climate change is ""advancing the onset of spring across the United States"" says 
 @USGS
  http://usat.ly/2lPmEuy",108,unrelated
".
 @nytimes
  reports #CherryBlossomDC event will not have blossoms thanks to #climatechange advancing spring by 3 weeks. Earliest ever... Ever",108,unrelated
"New 
 @_BTO
  study: Songbird breeding success not directly affected by advancing springs. Other 'Climate change factors may still be causing population declines. - BirdGuides https://birdguides.com/articles/songbird-breeding-success-not-affected-by-advancing-springs/?utm_source=newsletter&utm_medium=email&utm_campaign=newsletter221117&_ccCt=yhzPOEKBfscdYWhm3ct95yZBWhpzIUifKfeQWTFZkMYdlDBsIQEU%7ed%7egqpRqXqVn",108,unrelated
Spring advancing at an 'eye-opening' pace in tangible sign of #climatechange http://ind.pn/2m1Wzv5,108,unrelated
"USGS scientists confirm climate change is advancing the onset of spring into February, especially in southeast US http://sfchronicle.com/science/article/Scientists-tie-unusually-warm-February-to-climate-10959693.php",108,unrelated
"Alleged Statement #2: ""Scientists tried to hide the decline in global temperature."" Link: https://skepticalscience.com/Judith_Curry_art10693.htmâ€¦
 My post said: ""The obvious inaccuracy of such statements and their easy refutation distracts from addressing the substantive issues raised by McIntyre.""",108,unrelated
"SkS's Doug Bostrom bludgeoning a straw-man, just like Potholer:
 ""Climate Mythâ€¦ Scientists tried to 'hide the decline' in global temperature""
 
 and lying:
 ""[it] is openly discussed in papers and the IPCC reports.""
 
 It's mentioned in IPCC reports NOW. It was NOT then (20 yrs ago).",108,unrelated
"UNIPCC ""scientists"" hide the decline in earth's temperature to keep Global Warming farce alive http://climatedepot.com/2013/09/29/analysis-un-ipcc-hides-the-decline-they-are-comparing-a-statistically-insignificant-amount-of-warming-since-1998-with-three-decades-of-cooling-the-result-is-to-make-this-small-trend-sound-much-m/",108,unrelated
"Remember when leading global warmist scientist admitted in email that â€œtrickâ€ was used to hide real decline in temperature to produce â€œHockey stickâ€ hoax. Dominion same idea, much more sophisticated approach for Progressive (i.e. genocidal Communists) lies.",108,unrelated
"agreed. Depending on which scientist you listen 2. Fact is the sea level has increased by 0.20 metres between 1901 and 2018. The average global temperature over the last 120 years has increased by 0.8Â°C, while some parts of the globe have experienced a decline in temperatures.",108,unrelated
